Avail,Player,MLB,Eligible,Rank
W ( 4/15),Chase Lee RP | DET,M,RP,9999
W ( 4/15),Brad Hand RP | ATL,A,RP,9999
W ( 4/15),Matthew Wivinis RP | NYY,M,RP,9999
W ( 4/15),Jose Hernandez RP | LAD,M,RP,9999
W ( 4/15),Brad Boxberger RP | CHC,A,RP,9999
W ( 4/15),Danny Wirchansky SP | SEA,M,SP,9999
W ( 4/15),Joel Hurtado SP | LAA,M,SP,9999
W ( 4/15),Nick Gallagher RP | CLE,M,RP,9999
W ( 4/15),Ryan Newell RP | MIA,M,RP,9999
W ( 4/15),Miguel Ullola SP | HOU,M,SP,9999
W ( 4/15),Edwin Nunez RP | STL,M,RP,9999
W ( 4/15),Luis Rijo SP | NYY,M,SP,9999
W ( 4/15),James Pugliese RP | CHC,M,RP,9999
W ( 4/15),Osiris German RP | MIN,M,RP,9999
W ( 4/15),Blake Logan RP | MIA,M,RP,9999
W ( 4/15),Andre Jackson RP | PIT,A,RP,9999
W ( 4/15),Josh Hejka RP | PHI,M,RP,9999
W ( 4/15),Zach Franklin RP | CHW,M,RP,9999
W ( 4/15),Wilking Rodriguez RP | NYY,M,RP,9999
W ( 4/15),Zack Draper RP | CLE,M,RP,9999
W ( 4/15),Michael Baumann RP | MIA,A,RP,9999
W ( 4/15),Taylor Dollard SP | SEA ,M,SP,9999
W ( 4/15),Sean Mullen RP | TB,M,RP,9999
W ( 4/15),Jakob Wright SP | LAD,M,SP,9999
W ( 4/15),Matt Smoral RP | TOR,M,RP,9999
W ( 4/15),Isaiah Lowe SP | SD,M,SP,9999
W ( 4/15),Nixon Encarnacion SP | LAA,M,SP,9999
W ( 4/15),Aaron Hernandez SP | LAA,M,SP,9999
W ( 4/15),Wilfredo Pereira RP | STL,M,RP,9999
W ( 4/15),Sean Hunley RP | TB,M,RP,9999
W ( 4/15),Nick Zwack SP | SF,M,SP,9999
W ( 4/15),Brett Daniels RP | CLE,M,RP,9999
W ( 4/15),James Kaprielian SP | TOR,M,SP,9999
W ( 4/15),Fitz Stadler RP | TOR,M,RP,9999
W ( 4/15),Willy Paredes SP | ARI,M,SP,9999
W ( 4/15),Brandon Alger RP | SD,M,RP,9999
W ( 4/15),Troy Bacon RP | ATL,M,RP,9999
W ( 4/15),Jose Adames RP | BOS,M,RP,9999
W ( 4/15),Gil Luna RP | CHW,M,RP,9999
W ( 4/15),Angel German RP | PIT,M,RP,9999
W ( 4/15),Yoel Espinal RP | TB,M,RP,9999
W ( 4/15),Francisco Jimenez RP | BAL,M,RP,9999
W ( 4/15),Juan Pinto SP | SEA,M,SP,9999
W ( 4/15),Emiliano Teodo SP | TEX,M,SP,9999
Fairfax Flying Squirrels,Noble Meyer SP | MIA,M,SP,9999
W ( 4/15),Nick Routt RP | CIN,M,RP,9999
Fairfax Flying Squirrels,Cade Horton SP | CHC,M,SP,9999
W ( 4/15),Tyler McKay RP | PHI,M,RP,9999
W ( 4/15),Austin Bergner RP | DET,M,RP,9999
W ( 4/15),Paul Fry RP | TOR,M,RP,9999
W ( 4/15),Joshua White RP | MIA,M,RP,9999
W ( 4/15),Prelander Berroa RP | CHW ,IL,RP,9999
W ( 4/15),Cade Austin RP | NYY,M,RP,9999
W ( 4/15),Liam Norris SP | ARI,M,SP,9999
W ( 4/15),Daniel Martinez RP | ATL,M,RP,9999
W ( 4/15),Bryce Conley RP | ATH,M,RP,9999
W ( 4/15),Ty Damron RP | ATH,M,RP,9999
W ( 4/15),Packy Naughton RP | STL ,M,RP,9999
W ( 4/15),Charles Hall RP | ATH,M,RP,9999
W ( 4/15),Jeremy Fitzgerald RP | BOS,M,RP,9999
W ( 4/15),Hunter Haworth RP | BOS,M,RP,9999
W ( 4/15),Matt Ball RP | CIN,M,RP,9999
W ( 4/15),Wyatt Strahan RP | MIN,M,RP,9999
W ( 4/15),Andrew Walters RP | CLE,M,RP,9999
W ( 4/15),Jesus Estrada RP | CHC,M,RP,9999
W ( 4/15),"Carson Fulmer RP,SP | PIT",M,"RP,SP",9999
W ( 4/15),Isaiah Coupet RP | COL,M,RP,9999
W ( 4/15),Clayton Beeter RP | NYY ,IL,RP,9999
W ( 4/15),Matthias Dietz SP | BAL,M,SP,9999
W ( 4/15),Blake Burkhalter SP | ATL,M,SP,9999
W ( 4/15),Tyler Zombro RP | TB,M,RP,9999
W ( 4/15),Lisandro Santos RP | NYY,M,RP,9999
W ( 4/15),Alex McFarlane SP | PHI,M,SP,9999
W ( 4/15),Zane Mills RP | STL,M,RP,9999
W ( 4/15),Ryan Ledbetter RP | TEX,M,RP,9999
W ( 4/15),Easton McGee SP | MIL,M,SP,9999
W ( 4/15),Brett Adcock SP | HOU,M,SP,9999
W ( 4/15),Cade Kuehler SP | ATL ,M,SP,9999
W ( 4/15),"Ty Blach RP,SP | COL",M,"RP,SP",9999
W ( 4/15),Paxton Thompson RP | PHI,M,RP,9999
W ( 4/15),Brandon Lawson SP | MIN,M,SP,9999
W ( 4/15),Nick Vespi RP | PHI,M,RP,9999
W ( 4/15),Chris Jefferson RP | SEA,M,RP,9999
W ( 4/15),Marino Santy SP | CHC,M,SP,9999
W ( 4/15),Sam Knowlton RP | ARI,M,RP,9999
W ( 4/15),Robby Rowland RP | STL,M,RP,9999
W ( 4/15),Ivan Pineyro RP | ARI,M,RP,9999
W ( 4/15),Brian Marconi RP | PHI,M,RP,9999
W ( 4/15),Stevie Emanuels RP | ATH,M,RP,9999
W ( 4/15),Sawyer Gipson-Long SP | DET ,IL,SP,9999
W ( 4/15),Stephen Jones RP | SD,M,RP,9999
W ( 4/15),Erik Martinez RP | LAA,M,RP,9999
W ( 4/15),Carlos Alvarado RP | SF,M,RP,9999
W ( 4/15),Jose Romero RP | CHC,M,RP,9999
W ( 4/15),Gabe Mosser RP | PHI,M,RP,9999
W ( 4/15),Michael Morales SP | SEA ,M,SP,9999
W ( 4/15),Thomas Jankins SP | MIL,M,SP,9999
W ( 4/15),Stephen Kolek RP | SD,M,RP,9999
W ( 4/15),Alec Barger RP | COL,M,RP,9999
W ( 4/15),Brett Ash RP | SEA,M,RP,9999
W ( 4/15),Bernie Martinez RP | SEA,M,RP,9999
W ( 4/15),Victor Gonzalez RP | LAA,M,RP,9999
W ( 4/15),Ethan Schiefelbein SP | DET,M,SP,9999
W ( 4/15),Justus Sheffield RP | SEA,M,RP,9999
W ( 4/15),Alexander Almonte SP | NYY,M,SP,9999
W ( 4/15),Blair Henley SP | HOU,M,SP,9999
W ( 4/15),Jagger Haynes SP | SD,M,SP,9999
W ( 4/15),Hunter Dula RP | SF,M,RP,9999
W ( 4/15),Alan Strong RP | TB,M,RP,9999
W ( 4/15),Daniel Palencia RP | CHC,M,RP,9999
W ( 4/15),Evan Kruczynski SP | STL,M,SP,9999
W ( 4/15),Michael Mariot RP | CIN,A,RP,9999
W ( 4/15),Andre Granillo RP | STL,M,RP,9999
W ( 4/15),Zach Linginfelter RP | LAA,M,RP,9999
W ( 4/15),Dillon Tate RP | TOR,M,RP,9999
W ( 4/15),Alejandro Melean SP | TOR,M,SP,9999
W ( 4/15),Ryan Conroy RP | BAL,M,RP,9999
W ( 4/15),Sam Coonrod RP | NYM,A,RP,9999
W ( 4/15),Domingo Tapia RP | SD,A,RP,9999
W ( 4/15),Julio Urias SP | LAD,A,SP,9999
W ( 4/15),Zach Nuding SP | NYY,M,SP,9999
W ( 4/15),Corey Baker RP | STL,M,RP,9999
W ( 4/15),Dedniel Nunez RP | NYM,M,RP,9999
W ( 4/15),Bradley Markey RP | CHC,M,RP,9999
W ( 4/15),Drew Thorpe SP | CHW ,IL,SP,9999
W ( 4/15),Joe Wieland SP | ATH,M,SP,9999
W ( 4/15),Cy Nielson RP | PIT,M,RP,9999
W ( 4/15),Jon Keller RP | BAL,M,RP,9999
W ( 4/15),Cole Bartlett RP | ARI,M,RP,9999
W ( 4/15),Robert Wegielnik RP | CLE,M,RP,9999
W ( 4/15),Chris Jensen RP | COL,M,RP,9999
W ( 4/15),Matt Tabor SP | ARI,M,SP,9999
W ( 4/15),Mitch Horacek RP | MIN,M,RP,9999
W ( 4/15),Mike Mayers RP | TOR,A,RP,9999
W ( 4/15),Hunter Parsons RP | NYM,M,RP,9999
W ( 4/15),Jose Montilla RP | ATL,M,RP,9999
W ( 4/15),Junior Fernandez RP | KC,M,RP,9999
W ( 4/15),Olbis Parra RP | SF,M,RP,9999
W ( 4/15),"Jose Urena RP,SP | NYM",M,"RP,SP",9999
W ( 4/15),Mack Lemieux RP | ARI,M,RP,9999
Centreville Blue Sox,Tekoah Roby SP | STL,M,SP,9999
W ( 4/15),Ben Krauth RP | CLE,M,RP,9999
W ( 4/15),Michael Dimock RP | ARI,M,RP,9999
W ( 4/15),Dylan Unsworth SP | SEA,M,SP,9999
W ( 4/15),Preston Johnson RP | BAL,M,RP,9999
W ( 4/15),Kyle Hunter RP | SEA,M,RP,9999
Iowa Cubs,Shane McClanahan SP | TB ,IL,SP,9999
W ( 4/15),Davis Daniel SP | ATL,M,SP,9999
W ( 4/15),Jonathan Todd RP | TOR,M,RP,9999
W ( 4/15),Alex Katz RP | CHW,M,RP,9999
W ( 4/15),Edgar Isea RP | ARI,M,RP,9999
W ( 4/15),Kade McClure SP | PIT,M,SP,9999
W ( 4/15),Francisco Perez RP | ATH,M,RP,9999
W ( 4/15),Anderson Brito SP | HOU,M,SP,9999
W ( 4/15),Ian Kennedy RP | TEX,A,RP,9999
W ( 4/15),Edwuin Bencomo RP | SD,M,RP,9999
W ( 4/15),Mitch Lively RP | WAS,M,RP,9999
W ( 4/15),Connor Jones SP | STL,M,SP,9999
W ( 4/15),Florencio Serrano RP | TEX,M,RP,9999
W ( 4/15),Joe Whitman SP | SF,M,SP,9999
W ( 4/15),Grant Wolfram RP | BAL,M,RP,9999
W ( 4/15),Gerardo Gutierrez RP | ARI,M,RP,9999
W ( 4/15),Jason Jester RP | SD,M,RP,9999
W ( 4/15),Sam Armstrong RP | CHC,M,RP,9999
W ( 4/15),Jacob Evans RP | STL,M,RP,9999
W ( 4/15),Juan Mercedes SP | SF,M,SP,9999
W ( 4/15),Tanner Tully RP | NYY,M,RP,9999
W ( 4/15),Luis Ramirez RP | PHI ,M,RP,9999
W ( 4/15),Jack Choate SP | SF,M,SP,9999
W ( 4/15),Jefry Yan RP | COL,M,RP,9999
W ( 4/15),Juan Sanchez RP | SF,M,RP,9999
W ( 4/15),Tyler Schimpf RP | SF,M,RP,9999
W ( 4/15),Kevin Comer RP | DET,M,RP,9999
W ( 4/15),Sam Bragg RP | ATH,M,RP,9999
W ( 4/15),Cameron Leonard RP | TB,M,RP,9999
W ( 4/15),Jeff Criswell RP | COL ,IL,RP,9999
W ( 4/15),Kevin Matthews SP | TEX,M,SP,9999
W ( 4/15),Cody Morris RP | NYY,M,RP,9999
W ( 4/15),Logan Lombana RP | MIN,M,RP,9999
W ( 4/15),Francisco Rios SP | NYM,M,SP,9999
W ( 4/15),Evan Fitterer SP | MIA,M,SP,9999
W ( 4/15),Josh James RP | STL,M,RP,9999
W ( 4/15),Adrian Alcantara SP | KC,M,SP,9999
W ( 4/15),Luis Ortiz RP | NYM ,IL,RP,9999
W ( 4/15),Connor Staine SP | COL,M,SP,9999
W ( 4/15),Rob Wort RP | BOS,M,RP,9999
Fairfax Flying Squirrels,Luis Garcia SP | HOU ,IL,SP,9999
W ( 4/15),Bryce Montes de Oca RP | NYM ,M,RP,9999
W ( 4/15),James Farris RP | COL,M,RP,9999
W ( 4/15),Sean Reid-Foley RP | NYM,M,RP,9999
W ( 4/15),Zach Logue RP | LAD,A,RP,9999
W ( 4/15),Wyatt Mills RP | BOS,M,RP,9999
W ( 4/15),Sean Hermann SP | NYY,M,SP,9999
W ( 4/15),Noah Song SP | BOS ,M,SP,9999
W ( 4/15),Riley O'Brien RP | STL,M,RP,9999
W ( 4/15),Andro Cutura RP | MIN,M,RP,9999
W ( 4/15),Brett McKinney RP | PIT,M,RP,9999
W ( 4/15),Jay Groome SP | SD ,M,SP,9999
W ( 4/15),Bryan Pope RP | STL,M,RP,9999
W ( 4/15),J.C. Sulbaran SP | STL,M,SP,9999
W ( 4/15),Josh Sborz RP | TEX ,IL,RP,9999
W ( 4/15),Alan Rangel SP | PHI,M,SP,9999
W ( 4/15),Michael Fulmer RP | BOS ,A,RP,9999
W ( 4/15),Erick Leal SP | NYY,M,SP,9999
W ( 4/15),Yohan Ramirez RP | PIT,M,RP,9999
W ( 4/15),Wander Guante RP | ATH,M,RP,9999
W ( 4/15),Alec Gamboa RP | LAD,M,RP,9999
W ( 4/15),Nelson Alvarez RP | PHI,M,RP,9999
W ( 4/15),Jared Karros SP | LAD,M,SP,9999
W ( 4/15),Miguel Gomez RP | WAS,M,RP,9999
W ( 4/15),Tony Dibrell SP | NYM,M,SP,9999
W ( 4/15),Scott Griggs RP | COL,M,RP,9999
W ( 4/15),Jake Madden SP | COL,M,SP,9999
W ( 4/15),Carson Sands SP | CHC,M,SP,9999
W ( 4/15),Eric Adler RP | CHW,M,RP,9999
W ( 4/15),Taylor Lehman RP | PHI,M,RP,9999
W ( 4/15),Chi Chi Gonzalez RP | MIA,A,RP,9999
W ( 4/15),Austin Pruitt RP | TEX,A,RP,9999
W ( 4/15),James Paxton SP | BOS,A,SP,9999
W ( 4/15),Eli Villalobos RP | MIA,M,RP,9999
W ( 4/15),Keaton Steele RP | MIN,M,RP,9999
W ( 4/15),Michael Freeman RP | HOU,M,RP,9999
W ( 4/15),Tanner Burns RP | CLE,M,RP,9999
W ( 4/15),Nigel Belgrave RP | MIA,M,RP,9999
W ( 4/15),Jaylen Nowlin SP | MIN,M,SP,9999
W ( 4/15),Casey Kelly RP | ARI,M,RP,9999
East Carolina Bucs,Alek Manoah SP | TOR ,IL,SP,9999
W ( 4/15),Jaden Hamm SP | DET,M,SP,9999
W ( 4/15),Robbie Hitt RP | MIL,M,RP,9999
W ( 4/15),Stephen Kohlscheen RP | MIL,M,RP,9999
W ( 4/15),Cade Smith SP | NYY ,M,SP,9999
W ( 4/15),Justin Campbell SP | CLE ,M,SP,9999
W ( 4/15),Wesley Moore RP | PHI,M,RP,9999
W ( 4/15),Chris Kachmar RP | CHC,M,RP,9999
W ( 4/15),Julio Rodriguez RP | HOU,M,RP,9999
W ( 4/15),Gus Varland RP | CHW,M,RP,9999
W ( 4/15),Kevin Ginkel RP | ARI ,IL,RP,9999
W ( 4/15),James Naile RP | STL,A,RP,9999
W ( 4/15),Keagan Gillies RP | BAL,M,RP,9999
W ( 4/15),Adisyn Coffey RP | CHW,M,RP,9999
W ( 4/15),Jake Sanchez RP | SD,M,RP,9999
W ( 4/15),Jeremy Reyes SP | ATL,M,SP,9999
W ( 4/15),Gavin Hollowell RP | CHC,M,RP,9999
W ( 4/15),Matt Milroy RP | MIA,M,RP,9999
W ( 4/15),Freicer Perez SP | NYY,M,SP,9999
W ( 4/15),Mike McCarthy RP | BOS,M,RP,9999
W ( 4/15),Nick Kennedy RP | COL,M,RP,9999
W ( 4/15),Luis Mey RP | CIN,M,RP,9999
W ( 4/15),Heath Hembree RP | SEA,M,RP,9999
W ( 4/15),Gage Boehm RP | SEA,M,RP,9999
W ( 4/15),Ben Wright RP | CHW,M,RP,9999
W ( 4/15),Harold Chirino RP | SD,M,RP,9999
Lewisberg All Blacks,Grayson Rodriguez SP | BAL ,IL,SP,9999
W ( 4/15),Andrew Istler RP | WAS,M,RP,9999
W ( 4/15),Brody Brecht SP | COL,M,SP,9999
W ( 4/15),Tyler Jones RP | PIT,M,RP,9999
W ( 4/15),Daniel Gibson RP | ARI,M,RP,9999
W ( 4/15),Adam Laskey RP | MIA,M,RP,9999
W ( 4/15),Jimmy Nelson RP | LAD,A,RP,9999
Levittown Panthers,Gunnar Hoglund SP | ATH,M,SP,9999
W ( 4/15),Fernando Perez SP | TOR,M,SP,9999
W ( 4/15),Jacob Latz RP | TEX,M,RP,9999
W ( 4/15),Allan Winans SP | NYY ,A,SP,9999
W ( 4/15),Tyler Skulina RP | CHC,M,RP,9999
W ( 4/15),Josh Graham RP | ATL,M,RP,9999
W ( 4/15),Tyler Mizenko RP | SF,M,RP,9999
W ( 4/15),Skylar Hales RP | TEX,M,RP,9999
W ( 4/15),Zack Brown SP | CIN,M,SP,9999
W ( 4/15),Justin Kelly RP | ATL,M,RP,9999
Northern Virginia River Rats,Cooper Hjerpe SP | STL ,M,SP,9999
W ( 4/15),Andres Nunez RP | KC,M,RP,9999
W ( 4/15),Luis Pacheco RP | NYY,M,RP,9999
W ( 4/15),Gabe Hemmer RP | DET,M,RP,9999
W ( 4/15),Austin Davis RP | SD,M,RP,9999
W ( 4/15),Marcos Lennin Molina SP | CIN,A,SP,9999
W ( 4/15),Adrian Hernandez SP | TOR,M,SP,9999
W ( 4/15),Thyago Vieira RP | ARI,M,RP,9999
W ( 4/15),Ryan Harbin RP | PIT,M,RP,9999
W ( 4/15),Erubiel Armenta RP | PHI,M,RP,9999
W ( 4/15),Jesus Zambrano RP | ATH,M,RP,9999
W ( 4/15),Michael Gomez RP | STL,M,RP,9999
W ( 4/15),Ryan Rolison SP | COL,A,SP,9999
W ( 4/15),Sean Linan RP | LAD,M,RP,9999
W ( 4/15),Brett de Geus RP | PHI,M,RP,9999
W ( 4/15),Hector Perez RP | TB,A,RP,9999
W ( 4/15),Breckin Williams RP | ARI,M,RP,9999
W ( 4/15),Conor Fisk RP | TOR,M,RP,9999
W ( 4/15),Jake Bloss SP | TOR,M,SP,9999
W ( 4/15),Enrique Segura SP | PHI,M,SP,9999
W ( 4/15),Oliver Garcia RP | PIT,M,RP,9999
W ( 4/15),Sam Hentges RP | CLE ,IL,RP,9999
W ( 4/15),Gray Fenter SP | NYY,M,SP,9999
W ( 4/15),Colin McKee RP | HOU,M,RP,9999
W ( 4/15),Zac Ryan RP | LAA,M,RP,9999
W ( 4/15),Mike Salvatore RP | SEA,M,RP,9999
W ( 4/15),Nick Mondak RP | LAA,M,RP,9999
W ( 4/15),Riley Cooper SP | BAL,M,SP,9999
Southern Playaz,Sean Manaea SP | NYM ,IL,SP,9999
W ( 4/15),Mason Thompson RP | WAS ,IL,RP,9999
W ( 4/15),Kyle Hansen RP | CHW,M,RP,9999
W ( 4/15),Alexis Ramirez SP | MIL,M,SP,9999
W ( 4/15),Jeremy Kivel RP | CIN,M,RP,9999
W ( 4/15),Ky Bush SP | CHW ,IL,SP,9999
W ( 4/15),Brendan White RP | DET,M,RP,9999
W ( 4/15),Santiago Suarez SP | TB,M,SP,9999
W ( 4/15),Brandon Komar RP | CIN,M,RP,9999
W ( 4/15),Antonio Santos RP | CHC,M,RP,9999
W ( 4/15),Austin Fleet RP | SF,A,RP,9999
W ( 4/15),Aaron Perry RP | BOS,M,RP,9999
W ( 4/15),Art Warren RP | NYY,M,RP,9999
W ( 4/15),Casey Anderson SP | ARI,M,SP,9999
W ( 4/15),Aldo Ramirez SP | WAS,M,SP,9999
W ( 4/15),Ben Brecht SP | TB,M,SP,9999
W ( 4/15),Dax Fulton SP | MIA,M,SP,9999
W ( 4/15),Braeden Fausnaught SP | PHI,M,SP,9999
W ( 4/15),Seth Nordlin RP | MIN,A,RP,9999
W ( 4/15),Jackson Kowar RP | SEA ,IL,RP,9999
W ( 4/15),Braden Nett SP | SD,M,SP,9999
W ( 4/15),Jack Hartman RP | TB,M,RP,9999
W ( 4/15),Andrew Magno RP | DET,M,RP,9999
W ( 4/15),Dario Gardea RP | DET,M,RP,9999
W ( 4/15),Sean Donatello RP | MIA,M,RP,9999
W ( 4/15),Dylan Phillips RP | LAA,M,RP,9999
W ( 4/15),Joan Baez RP | WAS,M,RP,9999
W ( 4/15),Damion Carroll RP | TB,M,RP,9999
W ( 4/15),Alex Young RP | CIN,M,RP,9999
W ( 4/15),Jurrangelo Cijntje SP | SEA,M,SP,9999
W ( 4/15),Naoyuki Uwasawa RP | BOS,M,RP,9999
W ( 4/15),Kendall Graveman RP | ARI ,IL,RP,9999
W ( 4/15),Rhett Kouba SP | HOU,M,SP,9999
W ( 4/15),Bryan Bonnell RP | WAS,M,RP,9999
W ( 4/15),Matt Merrill RP | DET,M,RP,9999
W ( 4/15),Avery Weems SP | TEX ,IL,SP,9999
W ( 4/15),Jorge Juan SP | ATL,A,SP,9999
W ( 4/15),"Spencer Howard RP,SP | CLE",M,"RP,SP",9999
W ( 4/15),Henry Henry RP | SD,M,RP,9999
W ( 4/15),Nolan McLean SP | NYM,M,SP,9999
W ( 4/15),Jose Cruz RP | SF,M,RP,9999
W ( 4/15),Ricky DeVito RP | MIA,M,RP,9999
W ( 4/15),Jack Neely RP | CHC,M,RP,9999
W ( 4/15),Christian McGowan SP | PHI ,M,SP,9999
W ( 4/15),Seth Keller SP | ATL,M,SP,9999
W ( 4/15),Manuel Cachutt RP | CIN,M,RP,9999
W ( 4/15),Jeffrey Passantino RP | PIT,M,RP,9999
W ( 4/15),Hyun-il Choi SP | LAD,M,SP,9999
W ( 4/15),Adam Oller SP | MIA,M,SP,9999
W ( 4/15),Juan Mejia RP | COL,M,RP,9999
W ( 4/15),Yapson Gomez RP | SF,M,RP,9999
W ( 4/15),Caleb Sampen SP | TB,M,SP,9999
W ( 4/15),Anthony Vizcaya RP | ATL,M,RP,9999
W ( 4/15),Martin Agosta SP | SF,M,SP,9999
W ( 4/15),Jack Wynkoop RP | COL,M,RP,9999
W ( 4/15),Joseph Zanghi RP | NYM,M,RP,9999
W ( 4/15),Alex Reyes RP | LAD,A,RP,9999
W ( 4/15),Adam Kloffenstein RP | TOR ,IL,RP,9999
W ( 4/15),Keyner Benitez SP | MIA,M,SP,9999
W ( 4/15),Jayson Schroeder SP | HOU,M,SP,9999
W ( 4/15),Brody McCullough SP | CHC ,M,SP,9999
W ( 4/15),Neil Holland RP | WAS,M,RP,9999
W ( 4/15),Ashe Russell SP | KC,M,SP,9999
W ( 4/15),Alex Rao RP | PHI,M,RP,9999
W ( 4/15),Juan Benitez SP | MIA,M,SP,9999
W ( 4/15),Derek Law RP | WAS ,IL,RP,9999
W ( 4/15),Declan Cronin RP | MIA ,IL,RP,9999
W ( 4/15),Drake Fellows SP | PIT,M,SP,9999
W ( 4/15),Jordi Martinez SP | PHI,M,SP,9999
W ( 4/15),Joe Rock SP | TB,M,SP,9999
W ( 4/15),Mick Abel SP | PHI,M,SP,9999
W ( 4/15),Kyle Smith SP | HOU,M,SP,9999
W ( 4/15),Kevin McCanna RP | ARI,M,RP,9999
W ( 4/15),Ryan Sublette RP | LAD,M,RP,9999
W ( 4/15),Shane Drohan SP | BOS,M,SP,9999
W ( 4/15),Cody Satterwhite SP | BAL,M,SP,9999
W ( 4/15),Zach Cable RP | CHW,M,RP,9999
Northern Virginia River Rats,Clarke Schmidt SP | NYY ,IL,SP,9999
W ( 4/15),Adrian Salcedo RP | MIN,M,RP,9999
W ( 4/15),Kent Hasler RP | MIL,M,RP,9999
W ( 4/15),Chasen Shreve RP | ATL,M,RP,9999
W ( 4/15),Boston Bateman SP | SD,M,SP,9999
W ( 4/15),Christian James SP | NYM,M,SP,9999
W ( 4/15),Benjamin Gross SP | MIN,M,SP,9999
W ( 4/15),Domingo German RP | PIT,M,RP,9999
W ( 4/15),Aidan Curry SP | TEX,M,SP,9999
W ( 4/15),Josimar Cousin SP | CHW,M,SP,9999
W ( 4/15),Tommy Mace SP | CLE,M,SP,9999
W ( 4/15),Blake Money SP | BAL,M,SP,9999
W ( 4/15),Jean Reyes RP | MIA,M,RP,9999
W ( 4/15),Ty Culbreth SP | COL,M,SP,9999
W ( 4/15),Michael Nix RP | ATL,M,RP,9999
W ( 4/15),Michael Massey SP | DET ,M,SP,9999
W ( 4/15),Kirby Snead RP | SEA,M,RP,9999
W ( 4/15),Thomas Schultz RP | WAS,M,RP,9999
W ( 4/15),Aaron Brown RP | HOU,M,RP,9999
W ( 4/15),Bryan Pall RP | SEA,M,RP,9999
W ( 4/15),JR Ritchie SP | ATL,M,SP,9999
W ( 4/15),Bradley Hanner RP | CLE,M,RP,9999
W ( 4/15),Manuel Rondon RP | CHC,M,RP,9999
W ( 4/15),AJ Labas RP | MIN,M,RP,9999
W ( 4/15),Arturo Reyes RP | TEX,M,RP,9999
W ( 4/15),Bear Bellomy RP | PIT,M,RP,9999
W ( 4/15),Gabriel Hughes SP | COL,M,SP,9999
W ( 4/15),Levi Wells RP | BAL,M,RP,9999
W ( 4/15),Walker Weickel RP | CIN,M,RP,9999
Southern Playaz,Alexis Diaz RP | CIN ,IL,RP,9999
W ( 4/15),Cedric De Grandpre RP | ATL,M,RP,9999
W ( 4/15),Cesar Lares SP | MIN ,M,SP,9999
W ( 4/15),Marcelo Perez SP | SEA,M,SP,9999
W ( 4/15),Chris Flexen SP | CHC,M,SP,9999
W ( 4/15),Nolan Sanburn SP | CHW,M,SP,9999
W ( 4/15),Kevin Kopps RP | SD,M,RP,9999
W ( 4/15),Kyle Regnault RP | NYM,M,RP,9999
W ( 4/15),Ryan Webb SP | CLE,M,SP,9999
W ( 4/15),Tai Tiedemann RP | TEX,M,RP,9999
W ( 4/15),Derek Rodriguez RP | CHW,M,RP,9999
W ( 4/15),Sean Gleason RP | BAL,M,RP,9999
W ( 4/15),Tanner Kohlhepp SP | DET ,M,SP,9999
W ( 4/15),Andrew Church SP | NYM,M,SP,9999
W ( 4/15),Nick Merkel RP | MIL,M,RP,9999
W ( 4/15),Kenny Rosenberg RP | LAA,A,RP,9999
W ( 4/15),Nicholas Padilla RP | PHI,M,RP,9999
W ( 4/15),Blake Bass RP | TEX,M,RP,9999
W ( 4/15),Erich Uelmen RP | PHI,A,RP,9999
W ( 4/15),Jonathan Stiever RP | CHW,M,RP,9999
W ( 4/15),Ryne Inman RP | SEA,M,RP,9999
W ( 4/15),Garrett Williams SP | ATH,M,SP,9999
W ( 4/15),Sean Sullivan SP | COL,M,SP,9999
W ( 4/15),Evan Lee RP | WAS,M,RP,9999
W ( 4/15),Kyle Carr SP | NYY,M,SP,9999
W ( 4/15),Wander Arias RP | WAS,M,RP,9999
W ( 4/15),Andrew Vasquez RP | DET,M,RP,9999
W ( 4/15),Zach Messinger SP | NYY,M,SP,9999
W ( 4/15),Michael Cuevas SP | WAS,M,SP,9999
W ( 4/15),Coleman Huntley RP | ATL,M,RP,9999
W ( 4/15),Jean Munoz SP | SEA,M,SP,9999
W ( 4/15),Tejay Antone RP | CIN ,IL,RP,9999
W ( 4/15),Jay Driver RP | CLE,M,RP,9999
W ( 4/15),Argenis Angulo RP | ATH,M,RP,9999
W ( 4/15),Patricio Aquino SP | MIL,M,SP,9999
W ( 4/15),Kaleb Fontenot RP | TEX,M,RP,9999
W ( 4/15),Dixon Llorens RP | STL,M,RP,9999
W ( 4/15),James McArthur RP | KC ,IL,RP,9999
W ( 4/15),Kyle Wright SP | KC ,IL,SP,9999
W ( 4/15),Tyler Mapes SP | WAS,M,SP,9999
W ( 4/15),Jake Palisch RP | CHW,M,RP,9999
W ( 4/15),Trevor Harrison SP | TB,M,SP,9999
W ( 4/15),Brad Case RP | PIT,M,RP,9999
W ( 4/15),Geoff Broussard RP | CIN,M,RP,9999
W ( 4/15),Jonathan Cheshire RP | MIN,M,RP,9999
W ( 4/15),Grant Gambrell SP | BOS,M,SP,9999
W ( 4/15),Gabe Bierman RP | MIA,M,RP,9999
W ( 4/15),Robinson Martinez RP | BAL ,IL,RP,9999
W ( 4/15),Zac Kristofak RP | LAA,M,RP,9999
W ( 4/15),Josh Stephan SP | TEX,M,SP,9999
W ( 4/15),Chase Anderson RP | TEX,A,RP,9999
W ( 4/15),Jake McSteen SP | ATL,M,SP,9999
W ( 4/15),Jordan Holloway RP | SEA,M,RP,9999
W ( 4/15),Roniel Raudes SP | BOS,M,SP,9999
